Vardas                   Pavardė                        ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      ND10      ND11      ND12      ND13      ND14      ND15 Egzaminas
VardasNR8937             PavardeNR8937                     2         9         8         9         4         8         9         1         1         2        10         2         3         8         2         3
VardasNR8938             PavardeNR8938                     8         9         6        10         8         2        10         5         8         3         4         2         9         9         6         5
VardasNR8939             PavardeNR8939                     7         2         1         9         6         4        10         8         2         8         7         2        10         3         7         5
VardasNR8940             PavardeNR8940                    10         9         4        10        10         4         3         3         7         6         6         2         8         2         7         2
VardasNR8941             PavardeNR8941                     2         7         7         9         3         1         6        10        10         8         3         2         7         3         3        10
VardasNR8942             PavardeNR8942                     5         2         8         7         9        10         7         7         2         5         8         8        10         1         2         9
VardasNR8943             PavardeNR8943                     2        10         3         4         8         7         5         6         5         3         5         7         2         1         5         8
VardasNR8944             PavardeNR8944                     8         8         5         2         6         4         2         6         3         5         2         3         6         9         7         9
VardasNR8945             PavardeNR8945                    10         6         6         3         3         1         3         4        10         7         7         1         5         5         1         2
VardasNR8946             PavardeNR8946                     6         3         6         6         5        10         9         9         4        10         6         3         2         5         8        10
VardasNR8947             PavardeNR8947                     1         1         5         4         2         5         6         4        10         4         8         7         8         9         2         8
VardasNR8948             PavardeNR8948                     4         4         8         2         9        10         6         6         1         1         8         4         4         2         7         4
VardasNR8949             PavardeNR8949                     6         1         3         9        10         7         1         9         3         3         9        10         4         5         6         5
VardasNR8950             PavardeNR8950                     7         7         9         8         2         1         1         5        10        10         4         8         6        10         1         4
VardasNR8951             PavardeNR8951                     9         2         8         5         6         7         5         3         5         3         3         5         4        10         7        10
VardasNR8952             PavardeNR8952                     9         6         8        10         3         2        10         9         8         2         8         3         6         6         8         8
VardasNR8953             PavardeNR8953                     5        10         8         5        10         5         3         4         8         8         4         5         2         2         8         8
VardasNR8954             PavardeNR8954                     8         7         2        10         4         5         8         6         1         1         3         2         8         3         2        10
VardasNR8955             PavardeNR8955                     8         6        10         5         7         5         5         5         3         7         5         1         2         5         3         2
VardasNR8956             PavardeNR8956                     9         8         6         8         4         6         3         8         3         3         2         1         5         9         1        10
VardasNR8957             PavardeNR8957                     8         9         3         7        10         4        10         3         7         3        10         7        10         2         9         5
VardasNR8958             PavardeNR8958                     9         2         4         3         3         9         7         8        10         2         9         9         3         2         5         1
VardasNR8959             PavardeNR8959                     7         2         1         3         5         3         2         7         7        10        10         1         7        10         3         2
VardasNR8960             PavardeNR8960                     8         3         2        10         7         9        10         7         9         3         2         5         6         2         1        10
VardasNR8961             PavardeNR8961                     8         9         6         8         9         2         9         2         2         3        10         7         9         9         9         1
VardasNR8962             PavardeNR8962                     9         6         2         7         3         9         7         3         8         3         2         9         2         9         1         3
VardasNR8963             PavardeNR8963                     2         9         9         8         9         3         8         3         1         1         6         5        10         7         2        10
VardasNR8964             PavardeNR8964                     5         4         6         8         2         7         7         5         4         7         5         6         9         9         5         4
VardasNR8965             PavardeNR8965                     3         4         2         5         6         7         2         9         1         1         8         6         9         3         8         5
VardasNR8966             PavardeNR8966                     3         3         3         9         9         1        10        10         8         5         3         1         3         2         7         4
VardasNR8967             PavardeNR8967                     8        10         6         3         8         6         3         2         9        10         2         3         9         1         6        10
VardasNR8968             PavardeNR8968                     1         8         8        10         1         9         9         6         2         6         6         6         8         8         9         8
VardasNR8969             PavardeNR8969                     5         2         9         4        10         1         3         7         8         2        10         2         4         8         6        10
VardasNR8970             PavardeNR8970                     4         1        10         2         9         3         9         1         7         1        10         1         3         2         2        10
VardasNR8971             PavardeNR8971                     8         7         8         1        10         6         3         3         4        10         6         5         1         4         7         9
VardasNR8972             PavardeNR8972                     3        10         5         7         3         2         7         2         8         3         8         8         8         1         8        10
VardasNR8973             PavardeNR8973                     5         7         9         5         2         8         8         9         2         9         1         4         7         9        10         7
VardasNR8974             PavardeNR8974                     1        10         9         4         6        10         2         9         3         9         3         1         3         1        10         6
VardasNR8975             PavardeNR8975                     7         6         1         6         4         2         4         8         7        10         2         5         4         6         5         5
VardasNR8976             PavardeNR8976                     8         6         8         8         4         4         1        10         8        10        10         7        10         2         9         4
VardasNR8977             PavardeNR8977                     7         8        10         2         9         1         4         9         7         1         7         4         4         7         3         6
VardasNR8978             PavardeNR8978                     1         5         6         6         5         9         7         2         9         2         7         4         4         3         5         8
VardasNR8979             PavardeNR8979                     7         8         8        10         1         4         6         6         2         3         8         5         7         6         4         2
VardasNR8980             PavardeNR8980                     2         6         7        10         3         5         9         2         1         8         6         5         6         6        10        10
VardasNR8981             PavardeNR8981                     7        10         6        10         5         3         8         9         9         5         5         7        10         8         1         6
VardasNR8982             PavardeNR8982                     4         7         5         8         3         7        10         5         3         8         8         1         3         7        10         7
VardasNR8983             PavardeNR8983                     7         9         1        10         8         4         7         8         7         9         2         1         8         2         3         5
VardasNR8984             PavardeNR8984                     6         6         3         1         5        10         8         3         7         2         7        10         5         1         5         6
VardasNR8985             PavardeNR8985                     2         5         9         3         2         1         5         7        10         2         9         2         5         5         2         2
VardasNR8986             PavardeNR8986                     2         5        10         4         9         8         9         8         5         6        10         8         8         8         2         4
VardasNR8987             PavardeNR8987                    10         7         2         6         9         3         8        10         1         8         7         6         4         2         1        10
VardasNR8988             PavardeNR8988                     6         3         5         2         2         2         8         1         3         2         4        10         3         9         6         5
VardasNR8989             PavardeNR8989                     5        10         9         2         9         5         8         8         9         1         9         2         3        10         3         7
VardasNR8990             PavardeNR8990                     8         1         2         1         7         6         2         9         3         8         6        10         7         3         8         5
VardasNR8991             PavardeNR8991                     6         9         3         4         8         7         6         2         1         3         2         2         3         6         7         7
VardasNR8992             PavardeNR8992                     9         1         4         6         3         9         2         5         3         1         9         3        10         8         7         5
VardasNR8993             PavardeNR8993                     2         6         2         5         6         9         7        10         5         3         1         3         7         2         3         1
VardasNR8994             PavardeNR8994                     8         6         7        10         2        10         7         6        10         9         4         3         3         4         1         8
VardasNR8995             PavardeNR8995                     8        10         9         2         3         4        10         4         9         6         4        10        10         1         2        10
VardasNR8996             PavardeNR8996                     9         9         2         9         4         3         1         6        10         9         5         8         5         1         6         4
VardasNR8997             PavardeNR8997                     6        10         9         1         3         6         4         1         7         8         7         9         4         1         2         9
VardasNR8998             PavardeNR8998                     6         6         6         1        10         6        10         5         6         9         4         6         4         9         1         8
VardasNR8999             PavardeNR8999                     5         3         6        10         9         7         6         3         3         6        10         5         5         9        10        10
VardasNR9000             PavardeNR9000                    10         4         3         6         6         8         4         8        10         8         7         4         5         9         9         1
VardasNR9001             PavardeNR9001                     6        10         8         7         9         5         8         1         9         9        10         1         5         9         6         6
VardasNR9002             PavardeNR9002                     4         4         6        10         4         3         8         8         1        10         5        10         1         1         4         7
VardasNR9003             PavardeNR9003                     2         2         4         1         2         4         2         1        10         5         1         3         4         2        10         5
VardasNR9004             PavardeNR9004                     2         3         3        10         6         5        10         6         9         6        10         1         6        10         1        10
VardasNR9005             PavardeNR9005                     5         7         1         6         3         2         3         3         9         2        10         5        10         2         5         1
VardasNR9006             PavardeNR9006                     2         2         8         5         5         5         8         5         7         6         2         1         4         6         8        10
VardasNR9007             PavardeNR9007                     1         8         2         3         4        10         9         8         1        10         6         9         1         3         8         5
VardasNR9008             PavardeNR9008                     7         7         1         6         8         1         5        10         5        10         2         5         7        10         8         4
VardasNR9009             PavardeNR9009                    10         6         2         5         7         8         6         7         3         9         2         4         9         4         1         7
VardasNR9010             PavardeNR9010                     5         8         8         9         6         1         7         4         2         4         7         1         4         7         8         8
VardasNR9011             PavardeNR9011                     2         2         3         1         7         5         5         4         3         9         7         1         9         9         9         9
VardasNR9012             PavardeNR9012                     7         5         5         2         9         9         7         1         5         8         5         3         2        10         6         8
VardasNR9013             PavardeNR9013                     7         7         4         6         7         1         5         7         1         8         1         8         1         1         5         9
VardasNR9014             PavardeNR9014                     6         6         1         2         1         5         9         6         2        10        10         2         4         2        10         9
VardasNR9015             PavardeNR9015                     6         4         7         1         3         4         5         3        10         4         7         6        10         8         1         1
VardasNR9016             PavardeNR9016                     9         2         4         7         3         6         1         2         6         9        10         4         7         7         6         3
VardasNR9017             PavardeNR9017                     3         3         3        10         9         8        10         1         2         9         7         9         7         1         3         2
VardasNR9018             PavardeNR9018                     7        10         7         5         6        10         3         4         7         9         2         6         4         8         2         4
VardasNR9019             PavardeNR9019                     4        10         3         9        10         1        10         7         9         5         1        10         3         6         1         1
VardasNR9020             PavardeNR9020                     5         2        10         6        10         5         3        10         4        10         3         3         2         3         2        10
VardasNR9021             PavardeNR9021                     2         5         6         2         1         6         4         1         9         3         9         5         9        10         7         2
VardasNR9022             PavardeNR9022                     3         3         5         8         2         2         8         6         1         6         7         6         2         4         9         8
VardasNR9023             PavardeNR9023                     9         4         2         1         6         9        10         1         6         3         4        10         5         7         5        10
VardasNR9024             PavardeNR9024                     8         2        10        10         4         3         3         3         4        10         6        10         6         2        10         9
VardasNR9025             PavardeNR9025                     4         9         7         3        10        10         1         5         6         2         5         5         3         5         8         6
VardasNR9026             PavardeNR9026                     8        10         6         5         6         5         5        10        10         7         5         2         8        10         5         9
VardasNR9027             PavardeNR9027                     9         1         9         2         8         8         3         4         1         7         6         9         4         4         8         4
VardasNR9028             PavardeNR9028                     1         1         8         2         1         9         5         6         5         4         4         1         3         6         5         6
VardasNR9029             PavardeNR9029                     6         8         3         6        10         4         4         9         4        10        10         9        10         4         9         4
VardasNR9030             PavardeNR9030                     7         3         3         9         3         1         7        10         3         7         5         4         6        10         9         9
VardasNR9031             PavardeNR9031                     5         1         8         3         3         4         2         6         4         8         5         8         8         9         5        10
VardasNR9032             PavardeNR9032                     2         6         6         9         5         2         6         8         5        10        10         4         2         1         7         1
VardasNR9033             PavardeNR9033                     4         1         1         9         4         5         1        10         4         8         1         5        10        10         8        10
VardasNR9034             PavardeNR9034                     6         8         8         5         5         8         9         3         5         9        10         1         6         5         2         5
VardasNR9035             PavardeNR9035                     3         7         2         7         7         1         5         9         3        10         6         6         2         5         3         9
VardasNR9036             PavardeNR9036                     2         2         2         5         8         9         6         1         5         5         9         1         2         3         6         7
VardasNR9037             PavardeNR9037                     3         3        10         4         3         6         2         6         6         3         3         8         2         7         2         2
VardasNR9038             PavardeNR9038                     5         7         4         8         3         1         1         6         6         1         1         5         5         1         1        10
VardasNR9039             PavardeNR9039                     8         2         2         4         9         9         1         4         5         2         6         4         4         3         2         3
VardasNR9040             PavardeNR9040                     4         4         2         4         8         5         5        10         2         3         3         8        10        10         1         1
VardasNR9041             PavardeNR9041                     9         7         6         3         8         4         4         1         3         7         7         1         1        10         8         9
VardasNR9042             PavardeNR9042                     2         3         1        10         7         8        10         4         3         4         9        10         3         7         2         3
VardasNR9043             PavardeNR9043                     8         2         8         5         3         8         7         8         9         5         6         7         8         7        10        10
VardasNR9044             PavardeNR9044                     8        10         5         1         7         7         2         1         4         6         9         3         7        10        10         5
VardasNR9045             PavardeNR9045                     5         6         8         3        10         4         3         8         1         5         1         5         9         9         8         6
VardasNR9046             PavardeNR9046                    10         1         8         1         3         4        10         9         4         5         9         2         6        10         9         1
VardasNR9047             PavardeNR9047                     1         2         9         1         2         7         6         5        10         5         6         9         8         2        10         5
VardasNR9048             PavardeNR9048                     1         2         7        10         3        10         1         5         2         7        10         1         7         6         1        10
VardasNR9049             PavardeNR9049                     9         4         3        10         3         7         8         8         8         8         3         4         5         2         5         3
VardasNR9050             PavardeNR9050                     7         9         9         5         6        10         1         8         6         3        10         1         2         5         3         5
VardasNR9051             PavardeNR9051                     9         3        10         6         4         3         3         9         7         5         2         4        10        10         1         4
VardasNR9052             PavardeNR9052                     8         6         7         8         6         5         9         2         4         8        10         6         4         9         8         3
VardasNR9053             PavardeNR9053                     6        10         3         3         5         1         1         1         2         8         4         2         7         2         6         1
VardasNR9054             PavardeNR9054                     4         1         6         5         5         6         3         1         3         7        10         5         3         9         5         3
VardasNR9055             PavardeNR9055                     1         9         5         8         2         1         8         1         5         7         5         1         7         4         5        10
VardasNR9056             PavardeNR9056                     7         3         3         4         4         8         8         5        10         2         3        10         4         4         5        10
VardasNR9057             PavardeNR9057                     6         3         6         5         2         3         7         6         7         5         6        10         9         1         1         7
VardasNR9058             PavardeNR9058                     6         2        10         9         1         2         8         9        10         8         2         7        10         1         7         1
VardasNR9059             PavardeNR9059                     5         9         6        10         6         3        10         5         6         6         2        10         9         5        10         9
VardasNR9060             PavardeNR9060                     9         4         7         2         8         5         2         6         2         5         1         8         8         5         9         9
VardasNR9061             PavardeNR9061                     4         3         6         4         7         5         4         3         5         3         2        10         2         1         8         7
VardasNR9062             PavardeNR9062                     3         8         8         2         7         7         2         8         1         3         4        10         1         8         9         2
VardasNR9063             PavardeNR9063                    10         6         3         8         8         8         3        10        10         9         5         9         2         5         6        10
VardasNR9064             PavardeNR9064                     7         7         4         5         7         9         7         6         1        10         7         3        10        10         6         7
VardasNR9065             PavardeNR9065                     4         5         4         2         8         5         3         4         6         6         8         4         9         8         7         6
VardasNR9066             PavardeNR9066                     2         2         6         9         3         7         9         6         1        10         3         2         5         9         6        10
VardasNR9067             PavardeNR9067                     7         9         5        10         6        10         7         4         9         8         6         2         3        10         9         5
VardasNR9068             PavardeNR9068                     9         6         5         9         8        10         4         3         2         8         5         5         6         2         4         7
VardasNR9069             PavardeNR9069                     1         1         1         7        10        10         9         7        10         6         1         9         3         3         7         1
VardasNR9070             PavardeNR9070                     7         7         7         6         6        10         7         7         4         7         3         4         6         3         3         9
VardasNR9071             PavardeNR9071                     1         8        10         9         9         2         1         3         3         1         8        10         1         6         8         4
VardasNR9072             PavardeNR9072                     9         8         9         6        10        10         4         6         7         2         5         5        10        10         5         4
VardasNR9073             PavardeNR9073                     4         3         5         7         2         1         1         3         3         2        10         4        10         5         9         5
VardasNR9074             PavardeNR9074                     3         6         7         3         3        10         7         5         7         5         6         2         9         6         7         3
VardasNR9075             PavardeNR9075                     9         8         4         5         8         2         4         2         5         8         7         3         8         9         6         5
VardasNR9076             PavardeNR9076                    10         6         9         6        10         5         4        10         3         3         5        10        10         7         8         6
VardasNR9077             PavardeNR9077                     4         5         1         4        10         9         8         6         5         8         7         9         8         2         6         3
VardasNR9078             PavardeNR9078                     9         4         2         9         5         7         5         5         7         5         6         3         2         2         7         9
VardasNR9079             PavardeNR9079                     2         5         3         9        10        10         6         9         1         8         8         4         9         3         3         8
VardasNR9080             PavardeNR9080                     5         6         9         9         4         2         6         1         9         7         9         1         7         9         5        10
VardasNR9081             PavardeNR9081                     4        10         9        10         4         9         1         9         5         1         7         4        10         2         4         7
VardasNR9082             PavardeNR9082                     8         8         4         5         4         2         1         6         6         8         4         3         8         4         2         4
VardasNR9083             PavardeNR9083                     9         3         9         6         6         4        10        10         1         7         3         7         8         8         3         2
VardasNR9084             PavardeNR9084                     7         6         9         7         3         3         7         7         3         4         9         9         3         8         1         2
VardasNR9085             PavardeNR9085                     9        10         8         1         4         2        10         8         6         2         2         9         8         5         4         7
VardasNR9086             PavardeNR9086                     6         3         6         6         6        10         2         3         5        10         1         9         5         5        10         1
VardasNR9087             PavardeNR9087                     2         3         6         8         2         9         3         6         5         5         7         8         7         4         2         4
VardasNR9088             PavardeNR9088                    10         4         2         5         3        10         8         4         4         1         6         9         8         2         9         4
VardasNR9089             PavardeNR9089                     3         6         9         1         1         6         7         4         3         9         4         8        10         2         6         3
VardasNR9090             PavardeNR9090                     4         3        10         3         3         7        10         6         8         1         4         6         6        10         2         8
VardasNR9091             PavardeNR9091                     7         8         9         7         1         3         3         6         2         5         1         2         6        10         2         1
VardasNR9092             PavardeNR9092                     3         7         6         5         1         2         6         5         9        10         4        10         4         3         4         9
VardasNR9093             PavardeNR9093                     5         3        10         1         9         3         9         7         4         7         1         7         1         3         2         7
VardasNR9094             PavardeNR9094                     2         3         3         6         3         3         8         6         9         4        10         6         8         5         8         5
VardasNR9095             PavardeNR9095                     1         8         6         4         3         7         8         6         3         8         8        10        10        10         9         8
VardasNR9096             PavardeNR9096                     1        10         1         6         1         8         2         4         8        10         2         5         9         5         8         7
VardasNR9097             PavardeNR9097                     8         6        10         2         9         7         6         2         9         7         4        10         2         5         9         7
VardasNR9098             PavardeNR9098                    10         9         5         7         5         6         8        10         7         3         6         2         5         3         6         6
VardasNR9099             PavardeNR9099                    10         3         3         1         8         8         4         9         7         6         1         4         5         2         5         2
VardasNR9100             PavardeNR9100                     2         8         9         8         8         7         2        10         2         4         6         9         9         7         3        10
VardasNR9101             PavardeNR9101                     7         7         8         8         6         9         9         1         3        10         2         8         5         3        10         4
VardasNR9102             PavardeNR9102                     7         1         5         9         2         1         1         5         8         1         6         3         4         7         8         8
VardasNR9103             PavardeNR9103                    10        10         9         9         6         6         6         4         4         5         5        10         1         8        10         6
VardasNR9104             PavardeNR9104                     9         9         2         8         8         7         2         7         5         6         5         4         9         1         4         6
VardasNR9105             PavardeNR9105                     2         8         6         8         4         9         4        10         1         6         1         4        10         4         2         6
VardasNR9106             PavardeNR9106                     8         2         4         1         6         5         1         3         9         2         7         1         6         2         3        10
VardasNR9107             PavardeNR9107                     2         4         5         8        10         8         8        10         5         2         5         2         1        10         9         3
VardasNR9108             PavardeNR9108                     8         3         5         7         1        10         4        10         2         5         9         7         1         8         5         8
VardasNR9109             PavardeNR9109                     2         8        10         9         9         7        10         7         4         9        10         4         4         5         7         1
VardasNR9110             PavardeNR9110                     9         3        10         3         1         5         9         4         1         5         2         5         9         7         7         9
VardasNR9111             PavardeNR9111                     1         8         6         1        10         9         4         4         1        10        10         6         5         7        10         5
VardasNR9112             PavardeNR9112                     5         4         7        10         6         2         1         3         3         7        10         4         4         3         5         7
VardasNR9113             PavardeNR9113                     9         8        10         3         7         2         8         7         5         1         1         4         1         7         7         5
VardasNR9114             PavardeNR9114                     8         2         1         3         7         6         6         5         3         6         2         9         1         5         5         7
VardasNR9115             PavardeNR9115                     5         4         3         7         4         7         5         4         4         5         1         8         2         1         1         4
VardasNR9116             PavardeNR9116                     8         5         4        10        10         8        10         2         3         4         2         3        10         6         3         7
VardasNR9117             PavardeNR9117                     3         5         7         8         6         7         5         4         6         9         4         3         2         3         6         1
VardasNR9118             PavardeNR9118                     8         4        10         3         6         6         8         4         2         2         2         9         1        10         1         2
VardasNR9119             PavardeNR9119                     6         8         1         7        10        10         4        10         1         5         5         1         4         5         6         6
VardasNR9120             PavardeNR9120                     2         5         3         9        10         9         6         6         4         9         5         9        10         9         6         4
VardasNR9121             PavardeNR9121                     1         3         4         7        10         6         6         9         8         9         8         7         9         6         9         3
VardasNR9122             PavardeNR9122                     3         2         1         7         3         9         3         4         5         8         6         6         9         3         8         7
VardasNR9123             PavardeNR9123                     9         6         4         9         5         9         7        10         8         6         2         4        10         7         6         2
VardasNR9124             PavardeNR9124                     8         1        10         9         1         2         7         4         6        10         9         9         5         4         7         1
VardasNR9125             PavardeNR9125                     3         1         5        10         9         1        10         7         7         7         2         5         3         7         5         9
VardasNR9126             PavardeNR9126                     1         3         6        10         6         3         6         5         2         3         6         9         8         1         4         3
VardasNR9127             PavardeNR9127                     1         2        10         9         4         5         5         9         4         3         1         2        10         6         9         7
VardasNR9128             PavardeNR9128                     5         4         2         5         4         8         9         5         3         1         6         5         1         8         7        10
VardasNR9129             PavardeNR9129                     4         1         2         4         7         5         1         8         9         7         2         2         7         9         2         5
VardasNR9130             PavardeNR9130                     1         5         8         9         2         7         9         4         4         4         1         1         6         4        10         3
VardasNR9131             PavardeNR9131                     9         4         3         3         9         2         8        10         6         5        10         3         5         6         3         8
VardasNR9132             PavardeNR9132                     7         1         6         6         2         7         7        10         8         7         5         7         8        10         6         4
VardasNR9133             PavardeNR9133                     1         6         2         6         4         6        10         4         2         8         9         7         9         3         6         4
VardasNR9134             PavardeNR9134                     8         6         3         1         8         6        10         9         1         8         9         5         7         5         6         2
VardasNR9135             PavardeNR9135                     8        10         7         5         3         9         3         2         1         4         2         4         7         4         5         6
VardasNR9136             PavardeNR9136                     5         6         9         7         8         5         6         2        10         3         8         6         3         4         4         9
VardasNR9137             PavardeNR9137                     1         4         2        10         6         9         9         5         2         6         4         8         5        10         3         8
VardasNR9138             PavardeNR9138                     3         3        10         8         3         8         8         7         3         5         3         2         1         7         3         9
VardasNR9139             PavardeNR9139                    10         8         3         6         5         7         7         8         5         9         7         2         4         7         7         5
VardasNR9140             PavardeNR9140                     8         2        10         5         2         1         2         8         2        10         3         3         4        10         9         5
VardasNR9141             PavardeNR9141                     9         3         3        10         4         4         9         1         8         5        10         4         7        10         9         7
VardasNR9142             PavardeNR9142                     3         4        10         1         8        10         6         6         4         7         9         9         5         6         3         2
VardasNR9143             PavardeNR9143                     5         1         1        10         9        10         3         8         4        10         2        10         3         6         9         3
VardasNR9144             PavardeNR9144                    10         9         7         7         6         8         8         7         1         7         3         6         6         7         5         3
VardasNR9145             PavardeNR9145                     5         3        10         7         7         8         1         1         5         7         7         9        10         1         3         7
VardasNR9146             PavardeNR9146                     1         5         6         8         9         7         1         2         6         4        10        10         7         7         2         9
VardasNR9147             PavardeNR9147                     8         2         9         6         2         2        10         1         4         8         3         7         5         5         2         3
VardasNR9148             PavardeNR9148                     4         5         8         2         7        10         6         1         7         7         1         7         7         1        10         9
VardasNR9149             PavardeNR9149                     4         7         3         9         2         3         8         5         1         4         4         8         6         9         8         2
VardasNR9150             PavardeNR9150                     3         3         5        10         7         9         4         6         6         2         3         1         1         9         8         7
